case_id,borrower_name,age,occupation,employer_business,employment_business_vintage_years,annual_income_lakh,existing_emi_inr,credit_score,loan_product,loan_purpose,loan_amount_inr,tenure_years,interest_rate_percent,primary_property_pdf,city,locality,property_type,property_address,building_society,flat_house_number,bedrooms,carpet_area_sqft,builtup_area_sqft,floor,total_floors,property_age_years,parking,occupancy,condition,sale_deed_status,property_card_status,share_certificate_status,building_plan_status,occupancy_certificate_status,property_tax_status,encumbrance_security_interest_status,owner_consistency,address_consistency,property_id_consistency,area_consistency,property_type_consistency,document_completeness,exceptions,comparable_count,average_comparable_rate_inr_sqft,adjusted_comparable_rate_inr_sqft,indicative_value_inr,indicative_value_low_inr,indicative_value_high_inr,valuation_confidence,ltv_percent,collateral_coverage_x,collateral_assessment,valuer_status,valuer_assessed_value_inr,valuer_override_reason,credit_review_status,data_classification,data_note
CLIQ-02472,Priya Sharma,37,Business Owner,Private Company,13,9.59,17100,739,Loan Against Property (LAP),Business Expansion,47500000,7,8.98,Simulated - property information source,Mumbai,Worli,Apartment / Flat,"784, Worli, Mumbai, Maharashtra",Ocean View CHS,205,2,1800,2240,6,27,13,2 Covered,Self-occupied,Excellent,Uploaded,Uploaded,Not Applicable,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,8,77900,80000,144000000,135900000,151000000,Medium,33.0,3.03,MEDIUM - REVIEW REQUIRED,Completed,144400000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02473,Ananya Singh,31,Salaried,Government Department,13,35.8,66800,801,Home Loan,Balance Transfer,5500000,30,8.26,Simulated - property information source,Thane,Kalwa,Apartment / Flat,"960, Kalwa, Thane, Maharashtra",Sai Enclave,701,1,470,550,12,31,19,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,6,23100,22700,10700000,10200000,11100000,High,51.4,1.95,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02474,Pooja Iyer,41,Business Owner,Private Company,5,9.63,7600,823,Loan Against Property (LAP),Business Expansion,17500000,10,9.79,Simulated - property information source,Thane,Manpada,Apartment / Flat,"785, Manpada, Thane, Maharashtra",Sai Enclave,507,3,1670,1930,17,25,9,2 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,8,26700,26900,44900000,43500000,47500000,Medium,39.0,2.57,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02475,Priya Iyer,47,Business Owner,Professional Practice,4,30.89,51500,789,Home Loan,Construction,23100000,15,10.11,Simulated - property information source,Thane,Wagle Estate,Apartment / Flat,"433, Wagle Estate, Thane, Maharashtra",Sai Enclave,102,1,1770,2100,10,22,20,1 Covered,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,6,26800,27400,48500000,45800000,50000000,High,47.6,2.1,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02476,Neha Patil,43,Business Owner,Trading Business,9,15.65,37100,694,Loan Against Property (LAP),Medical/Personal Need,30000000,15,8.78,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"438, Matunga, Mumbai, Maharashtra",Sunrise Apartments,707,2,1540,1860,8,26,18,1 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,5,57100,57900,89200000,85000000,92200000,High,33.6,2.97,MEDIUM - REVIEW REQUIRED,Completed,84000000,No material adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02477,Rahul Joshi,42,Business Owner,Professional Practice,9,10.37,16500,691,Loan Against Property (LAP),Medical/Personal Need,32400000,15,9.8,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"927, Matunga, Mumbai, Maharashtra",Ocean View CHS,205,3,1350,1650,15,33,2,1 Covered,Self-occupied,Needs Review,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,61900,63800,86100000,81800000,88900000,High,37.6,2.66,LOW - REVIEW COMPLETE,Completed,84100000,No material adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02478,Aarav Bansal,48,Business Owner,Private Company,4,9.66,11500,724,Loan Against Property (LAP),Debt Consolidation,17500000,20,10.81,Simulated - property information source,Mumbai,Dadar West,Apartment / Flat,"432, Dadar West, Mumbai, Maharashtra",Sai Enclave,207,2,660,760,11,34,19,2 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,67500,68900,45500000,43300000,47200000,High,38.5,2.6,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02479,Varun Singh,50,Self-Employed Professional,Government Department,2,10.73,26800,719,Home Loan,Balance Transfer,21500000,25,9.4,Simulated - property information source,Thane,Ghodbunder Road,Apartment / Flat,"416, Ghodbunder Road, Thane, Maharashtra",Green Heights,409,4,1080,1350,10,32,31,1 Open,Vacant,Excellent,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,6,29100,28300,30600000,29300000,31900000,High,70.3,1.42,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02480,Aditya Patil,54,Government Employee,Trading Business,11,30.22,48100,792,Home Loan,Purchase of Residential Property,47800000,20,11.59,Simulated - property information source,Mumbai,Andheri East,Villa,"419, Andheri East, Mumbai, Maharashtra",Shree Residency,House-53,1,2940,3520,18,32,13,1 Open,Vacant,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency; Security-interest verification pending,8,42800,41900,123200000,119300000,128700000,Low,38.8,2.58,MEDIUM - REVIEW REQUIRED,Completed,123500000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02481,Priya Shah,38,Government Employee,Manufacturing Business,6,39.94,63100,774,Home Loan,Construction,44800000,10,9.21,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"390, Matunga, Mumbai, Maharashtra",Shree Residency,906,2,1460,1790,6,11,29,2 Covered,Tenant-occupied,Good,Pending,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,58400,59200,86400000,82200000,89300000,Medium,51.9,1.93,LOW - REVIEW COMPLETE,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02482,Nikhil Kulkarni,41,Self-Employed Professional,Manufacturing Business,16,23.37,19500,795,Home Loan,Purchase of Residential Property,25300000,30,10.51,Simulated - property information source,Mumbai,Dadar East,Apartment / Flat,"766, Dadar East, Mumbai, Maharashtra",Demo Housing Society,908,1,1250,1540,3,18,1,1 Open,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,52300,53700,67100000,65000000,70200000,Medium,37.7,2.65,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02483,Aditya Bansal,41,Self-Employed Professional,Government Department,5,35.54,57300,705,Home Loan,Purchase of Residential Property,34900000,15,8.54,Simulated - property information source,Mumbai,Worli,Apartment / Flat,"496, Worli, Mumbai, Maharashtra",Shree Residency,609,4,920,1130,8,11,17,1 Open,Self-occupied,Good,Uploaded,Pending,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,8,72800,72100,66300000,63300000,69100000,High,52.6,1.9,MEDIUM - REVIEW REQUIRED,Completed,65300000,No material adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02484,Neha Singh,40,Salaried,Professional Practice,16,15.13,16900,781,Loan Against Property (LAP),Business Expansion,26300000,15,9.05,Simulated - property information source,Thane,Manpada,Apartment / Flat,"325, Manpada, Thane, Maharashtra",Ocean View CHS,701,2,1590,1990,5,11,21,None,Tenant-occupied,Good,Pending,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Exception,Pass,Pass,Pass,Pass,Mostly Complete,Owner mismatch; Document completeness review,5,27400,28000,44500000,42800000,47300000,High,59.1,1.69,MEDIUM - REVIEW REQUIRED,Completed,45000000,No material adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02485,Karan Bansal,41,Self-Employed Professional,Trading Business,1,10.0,18700,799,Home Loan,Purchase of Residential Property,43300000,10,11.01,Simulated - property information source,Thane,Thane West,Villa,"472, Thane West, Thane, Maharashtra",Sunrise Apartments,House-11,2,2800,3550,16,16,18,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Not Applicable,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,5,28800,29500,82600000,79500000,86800000,High,52.4,1.91,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02486,Sneha More,34,Salaried,Professional Practice,6,14.03,10500,787,Loan Against Property (LAP),Education,12300000,20,9.81,Simulated - property information source,Mumbai,Andheri East,Apartment / Flat,"820, Andheri East, Mumbai, Maharashtra",Ocean View CHS,509,3,650,770,16,30,1,1 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Pass,Mostly Complete,Area inconsistency; Document completeness review,7,40000,41100,26700000,25600000,27700000,Low,46.1,2.17,MEDIUM - REVIEW REQUIRED,Completed,25400000,Comparable selection adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02487,Arjun Deshmukh,46,Government Employee,Trading Business,1,17.25,22200,714,Loan Against Property (LAP),Debt Consolidation,13200000,20,10.09,Simulated - property information source,Mumbai,Mahim,Apartment / Flat,"612, Mahim, Mumbai, Maharashtra",Ocean View CHS,107,3,560,670,5,30,12,2 Covered,Vacant,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,49200,48700,27300000,25800000,28200000,High,48.4,2.07,LOW - REVIEW COMPLETE,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02488,Raj Pawar,36,Business Owner,Trading Business,8,12.17,13600,805,Home Loan,Construction,25500000,30,10.75,Simulated - property information source,Thane,Kopri,Apartment / Flat,"545, Kopri, Thane, Maharashtra",Ocean View CHS,907,3,1780,2230,7,9,13,1 Open,Vacant,Good,Uploaded,Pending,Uploaded,Pending,Uploaded,Uploaded,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Complete,Security interest requires review,8,25300,26100,46500000,44000000,48500000,High,54.8,1.82,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02489,Isha Deshmukh,35,Business Owner,Trading Business,3,10.52,24400,795,Loan Against Property (LAP),Business Expansion,17000000,15,10.98,Simulated - property information source,Thane,Ghodbunder Road,Apartment / Flat,"87, Ghodbunder Road, Thane, Maharashtra",Ocean View CHS,905,2,1150,1350,7,15,1,1 Open,Self-occupied,Average,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,25600,25100,28900000,27200000,29800000,High,58.8,1.7,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02490,Isha Shah,32,Government Employee,Trading Business,8,23.48,30700,778,Home Loan,Purchase of Residential Property,7400000,10,8.34,Simulated - property information source,Thane,Manpada,Apartment / Flat,"262, Manpada, Thane, Maharashtra",Shree Residency,304,2,810,1010,4,29,26,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,28800,29700,24100000,23200000,25300000,High,30.7,3.26,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02491,Rohan Shah,40,Self-Employed Professional,Manufacturing Business,4,13.7,34100,704,Home Loan,Purchase of Residential Property,8900000,10,9.52,Simulated - property information source,Thane,Kalwa,Apartment / Flat,"918, Kalwa, Thane, Maharashtra",Sai Enclave,302,4,590,690,17,27,27,1 Covered,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Exception,Mostly Complete,Area inconsistency; Property type inconsistency; Document completeness review,8,23800,24500,14500000,14000000,15200000,Low,61.4,1.63,HIGH - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02492,Rohan Malhotra,43,Business Owner,Professional Practice,3,20.34,36900,736,Home Loan,Construction,21600000,10,10.75,Simulated - property information source,Thane,Kalwa,Apartment / Flat,"651, Kalwa, Thane, Maharashtra",Sunrise Apartments,108,4,1620,1940,12,27,13,None,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Pending,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Pass,Mostly Complete,Area inconsistency; Document completeness review,5,23800,23200,37600000,36200000,39300000,Low,57.4,1.74,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02493,Pooja Sharma,38,Self-Employed Professional,Manufacturing Business,3,17.52,35000,799,Loan Against Property (LAP),Education,14700000,15,10.56,Simulated - property information source,Thane,Kopri,Apartment / Flat,"805, Kopri, Thane, Maharashtra",Shree Residency,102,4,940,1130,14,23,13,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Complete,Security interest requires review,6,29400,29100,27400000,26400000,28500000,High,53.6,1.86,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02494,Rohan Jain,40,Salaried,Private Company,1,10.21,12700,804,Loan Against Property (LAP),Education,15400000,20,11.46,Simulated - property information source,Mumbai,Wadala,Apartment / Flat,"557, Wadala, Mumbai, Maharashtra",Sai Enclave,805,3,500,620,11,28,13,None,Tenant-occupied,Good,Uploaded,Uploaded,Not Applicable,Uploaded,Pending,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,7,50400,49700,24800000,24000000,25600000,High,62.1,1.61,MEDIUM - REVIEW REQUIRED,Completed,23800000,Comparable selection adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02495,Siddharth Gupta,42,Government Employee,Private Company,4,8.57,10300,772,Home Loan,Construction,50000000,25,8.64,Simulated - property information source,Mumbai,Prabhadevi,Apartment / Flat,"845, Prabhadevi, Mumbai, Maharashtra",Ocean View CHS,607,1,1790,2190,18,26,16,1 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,71000,71200,127400000,123100000,135500000,High,39.2,2.55,LOW - REVIEW COMPLETE,Completed,121400000,No material adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02496,Priya Chaudhari,37,Government Employee,Manufacturing Business,8,52.66,36700,745,Home Loan,Balance Transfer,16900000,30,8.99,Simulated - property information source,Mumbai,Bandra East,Apartment / Flat,"526, Bandra East, Mumbai, Maharashtra",Green Heights,101,2,860,1100,3,14,32,2 Covered,Vacant,Good,Uploaded,Pending,Uploaded,Pending,Uploaded,Uploaded,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Complete,Security interest requires review,8,54400,53200,45800000,43900000,48100000,Medium,36.9,2.71,MEDIUM - REVIEW REQUIRED,Completed,45400000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02497,Vikram Gupta,46,Business Owner,Government Department,6,7.11,10800,745,Home Loan,Balance Transfer,30200000,30,8.4,Simulated - property information source,Mumbai,Mahim,Independent House,"817, Mahim, Mumbai, Maharashtra",Green Heights,House-26,2,940,1160,6,24,6,None,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Exception,Pass,Pass,Complete,Property identification mismatch; Security-interest verification pending,8,52700,52200,49100000,47300000,51700000,High,61.5,1.63,MEDIUM - REVIEW REQUIRED,Completed,48000000,No material adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02498,Aarav Singh,42,Salaried,Manufacturing Business,13,23.58,57500,718,Loan Against Property (LAP),Debt Consolidation,42700000,20,8.35,Simulated - property information source,Mumbai,Mahim,Independent House,"381, Mahim, Mumbai, Maharashtra",Sai Enclave,House-41,3,1800,2110,8,18,6,1 Open,Tenant-occupied,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,53700,52200,94000000,90600000,100100000,High,45.4,2.2,LOW - REVIEW COMPLETE,Completed,88700000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02499,Siddharth Pawar,29,Salaried,Manufacturing Business,9,18.97,19400,723,Loan Against Property (LAP),Debt Consolidation,26200000,15,8.51,Simulated - property information source,Thane,Wagle Estate,Apartment / Flat,"20, Wagle Estate, Thane, Maharashtra",Demo Housing Society,906,4,1610,1930,5,29,15,1 Open,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,25000,25600,41200000,38800000,42500000,High,63.6,1.57,LOW - REVIEW COMPLETE,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02500,Nikhil Kapoor,51,Business Owner,Manufacturing Business,1,8.25,11700,730,Home Loan,Construction,27800000,20,11.52,Simulated - property information source,Thane,Naupada,Apartment / Flat,"238, Naupada, Thane, Maharashtra",Ocean View CHS,306,1,1670,2000,5,17,2,1 Open,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency,7,31400,31700,52900000,50400000,55900000,Low,52.6,1.9,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02501,Meera Malhotra,33,Self-Employed Professional,Professional Practice,19,22.05,27000,780,Loan Against Property (LAP),Debt Consolidation,50000000,10,9.61,Simulated - property information source,Mumbai,Wadala,Row House,"509, Wadala, Mumbai, Maharashtra",Sai Enclave,House-84,3,2180,2620,6,21,26,1 Open,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,51900,50800,110700000,106500000,117100000,High,45.2,2.21,LOW - REVIEW COMPLETE,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02502,Nikhil Joshi,39,Salaried,Private Company,3,9.67,19100,762,Loan Against Property (LAP),Business Expansion,13500000,20,10.24,Simulated - property information source,Thane,Naupada,Apartment / Flat,"554, Naupada, Thane, Maharashtra",Demo Housing Society,804,1,710,870,8,21,18,1 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Pass,Pass,Complete,Address mismatch,5,34100,33700,23900000,22900000,25300000,High,56.5,1.77,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02503,Meera Gupta,40,Salaried,Government Department,5,16.11,17900,702,Loan Against Property (LAP),Business Expansion,4600000,15,9.31,Simulated - property information source,Thane,Balkum,Apartment / Flat,"890, Balkum, Thane, Maharashtra",Ocean View CHS,203,3,510,610,11,33,7,2 Covered,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency,6,23800,24100,12300000,11900000,12900000,Low,37.4,2.67,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02504,Amit Sharma,36,Government Employee,Trading Business,2,8.08,8600,770,Home Loan,Balance Transfer,39800000,25,11.1,Simulated - property information source,Mumbai,Wadala,Villa,"393, Wadala, Mumbai, Maharashtra",Sai Enclave,House-97,3,1520,1870,18,25,25,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,5,51700,51400,78100000,75500000,80800000,High,51.0,1.96,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02505,Vikram More,43,Government Employee,Private Company,8,19.07,25000,801,Home Loan,Balance Transfer,7400000,20,9.85,Simulated - property information source,Thane,Naupada,Apartment / Flat,"496, Naupada, Thane, Maharashtra",Green Heights,207,2,460,560,17,19,27,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Not Applicable,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Pass,Exception,Complete,Address mismatch; Property type inconsistency,7,27900,28400,13100000,12600000,13700000,High,56.5,1.77,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02506,Arjun Agarwal,49,Self-Employed Professional,Professional Practice,1,22.72,59000,758,Loan Against Property (LAP),Medical/Personal Need,50000000,20,9.53,Simulated - property information source,Mumbai,Dadar West,Independent House,"301, Dadar West, Mumbai, Maharashtra",Green Heights,House-49,3,2980,3640,1,34,30,1 Covered,Self-occupied,Good,Uploaded,Pending,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,7,57800,58700,174900000,165200000,180900000,Medium,28.6,3.5,MEDIUM - REVIEW REQUIRED,Completed,166500000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02507,Aarav Shah,46,Business Owner,Private Company,12,14.09,19600,688,Home Loan,Balance Transfer,50000000,10,8.74,Simulated - property information source,Mumbai,Parel,Independent House,"103, Parel, Mumbai, Maharashtra",Ocean View CHS,House-93,1,1700,2110,14,28,17,1 Open,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Exception,Pass,Pass,Pass,Pass,Complete,Owner mismatch,5,60900,61400,104400000,99000000,109800000,High,47.9,2.09,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02508,Sneha Pawar,31,Government Employee,Government Department,13,12.34,21800,762,Home Loan,Purchase of Residential Property,14700000,25,10.04,Simulated - property information source,Thane,Majiwada,Independent House,"648, Majiwada, Thane, Maharashtra",Demo Housing Society,House-67,3,1300,1500,2,28,15,1 Open,Tenant-occupied,Needs Review,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Pass,Mostly Complete,Area inconsistency; Document completeness review,5,33600,33100,43000000,40600000,45900000,Low,34.2,2.93,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02509,Varun Shah,48,Government Employee,Government Department,1,21.3,16700,751,Loan Against Property (LAP),Business Expansion,50000000,7,10.92,Simulated - property information source,Mumbai,Andheri East,Independent House,"631, Andheri East, Mumbai, Maharashtra",Ocean View CHS,House-62,3,2840,3620,12,17,20,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,5,42000,42700,121300000,116000000,125000000,High,41.2,2.43,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-02510,Nikhil More,35,Government Employee,Private Company,8,21.14,47600,759,Loan Against Property (LAP),Debt Consolidation,50000000,15,9.01,Simulated - property information source,Mumbai,Worli,Row House,"800, Worli, Mumbai, Maharashtra",Sunrise Apartments,House-16,1,2800,3350,6,20,7,1 Covered,Vacant,Good,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Pending,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review; Security interest requires review,7,84000,85600,239700000,229800000,253500000,Medium,20.9,4.79,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
